Test_Season,Train_Games,Test_Games,Best_Model,Accuracy,ROC_AUC,Brier_Score,Log_Loss,Blend_Model_Weight,Blend_Elo_Weight,Blend_Shrinkage,Blend_Brier_Score,Blend_Log_Loss,Blend_ROC_AUC
2020-21,2282,1149,Calibrated Random Forest,0.6283724978241949,0.6661066958258755,0.22902249834870053,0.6500414938699632,0.75,0.25,0.86,0.22818303578630303,0.6479114684889792,0.6686601628598832
2021-22,3431,1301,Calibrated Logistic Regression,0.6448885472713297,0.675696679301056,0.22476860060965884,0.6409879672397362,0.5,0.5,0.92,0.2229977676773496,0.6371049342630699,0.683804143126177
2022-23,4732,1298,Calibrated Logistic Regression,0.6278890600924499,0.653526520556633,0.22659517860614764,0.6448343581253331,0.8,0.19999999999999996,1.0,0.2262422093630411,0.6441357041450871,0.6548949300550048
2023-24,6030,1287,Calibrated Logistic Regression,0.6557886557886557,0.7139168728930805,0.21410810237772954,0.617148537158968,0.6,0.4,1.0,0.21284031094330808,0.6137673862629517,0.7177190709094098
2024-25,7317,1293,Calibrated Logistic Regression,0.6682134570765661,0.7175923465320223,0.212415015263921,0.6127864657704551,0.95,0.050000000000000044,1.0,0.21274268968978377,0.6141721638574784,0.7171961442756022
2025-26,8610,1290,Calibrated Random Forest,0.6961240310077519,0.7421660079051384,0.20453776368179316,0.596661996613441,1.0,0.0,1.0,0.20457985784048532,0.596814879647075,0.7421051991486773
