GAME_PK,GAME_DATE,SEASON,GAME_TYPE,HOME_TEAM,AWAY_TEAM,HOME_WIN,HOME_ELO_WIN_PROB,HOME_PARK_RUN_FACTOR,DIFF_ELO,DIFF_SEASON_WIN_PCT,DIFF_SEASON_RUN_DIFF_PER_GAME,DIFF_SEASON_AVG_RUNS_FOR,DIFF_SEASON_AVG_RUNS_AGAINST,DIFF_SEASON_HOME_WIN_PCT,DIFF_SEASON_AWAY_WIN_PCT,DIFF_SEASON_HOME_RUN_DIFF_PER_GAME,DIFF_SEASON_AWAY_RUN_DIFF_PER_GAME,DIFF_ROLLING_WIN_PCT_5,DIFF_ROLLING_RUN_DIFF_5,DIFF_ROLLING_RUNS_FOR_5,DIFF_ROLLING_RUNS_AGAINST_5,DIFF_ROLLING_WIN_PCT_10,DIFF_ROLLING_RUN_DIFF_10,DIFF_ROLLING_RUNS_FOR_10,DIFF_ROLLING_RUNS_AGAINST_10,DIFF_ROLLING_WIN_PCT_20,DIFF_ROLLING_RUN_DIFF_20,DIFF_ROLLING_RUNS_FOR_20,DIFF_ROLLING_RUNS_AGAINST_20,DIFF_DAYS_REST,DIFF_GAMES_LAST_3_DAYS,DIFF_GAMES_LAST_5_DAYS,DIFF_RUNS_ALLOWED_LAST_3_DAYS,DIFF_BULLPEN_FATIGUE_PROXY,DIFF_PROJECTED_LINEUP_STRENGTH,DIFF_PITCHER_TEAM_WIN_PCT,DIFF_PITCHER_RUNS_ALLOWED_PER_START,DIFF_PITCHER_RUN_SUPPORT_PER_START,DIFF_PITCHER_STARTS,DIFF_PITCHER_DAYS_REST
633267,2021-07-17,2021,R,Washington Nationals,San Diego Padres,0,0.47212308871513936,1.0,-43.39097087666437,-0.10194061257891052,-1.2867664250642974,-0.5777414075286416,0.7090250175356556,-0.11378205128205121,-0.08139534883720928,-1.1009615384615383,-1.5160575858250276,-0.6,-8.2,-2.8,5.3999999999999995,-0.3,-3.7,-1.3999999999999995,2.3,-0.19999999999999996,-1.95,-0.05000000000000071,1.8999999999999995,0.0,0.0,0.0,16.0,0.6399999999999999,-1.2099836333878882,0.09191176470588236,0.9669117647058822,1.1727941176470589,1.0,0.0
633267,2021-07-17,2021,R,Washington Nationals,San Diego Padres,0,0.45590246812696456,1.0,-54.72192500582764,-0.11155606407322655,-1.4014874141876432,-0.6348970251716244,0.7665903890160184,-0.12441130298273151,-0.09302325581395349,-1.217032967032967,-1.6279069767441863,-0.6,-10.2,-3.8,6.4,-0.39999999999999997,-4.9,-2.0999999999999996,2.8000000000000007,-0.25,-2.4000000000000004,-0.6999999999999993,1.7000000000000002,0.0,0.0,0.0,16.0,0.6399999999999999,-1.5807036613272314,0.02941176470588236,1.2450980392156858,0.7549019607843137,1.0,0.0
633275,2021-07-17,2021,R,Detroit Tigers,Minnesota Twins,1,0.5445507684428166,0.97,7.039360628813483,0.0013581923694283016,-0.22768242992962096,-0.5764909248055314,-0.3488084948759109,0.02028698664027706,-0.008928571428571452,-0.09599208312716478,-0.3214285714285714,-0.6000000000000001,-3.4,-1.6000000000000005,1.7999999999999998,-0.19999999999999996,-1.5,0.10000000000000053,1.6000000000000005,0.0,0.04999999999999999,-0.04999999999999982,-0.10000000000000053,0.0,0.0,0.0,0.0,0.0,-0.5444209161624896,0.14285714285714285,-2.2857142857142856,0.2142857142857144,-12.0,0.0
633281,2021-07-17,2021,R,St. Louis Cardinals,San Francisco Giants,1,0.3814078796047847,0.99,-108.0058890675707,-0.16092796092796097,-1.838949938949939,-1.0217338217338217,0.8172161172161174,-0.1500553709856035,-0.16717325227963525,-1.4473975636766334,-2.182370820668693,-0.6,-4.8,-1.7999999999999998,3.0000000000000004,-0.4,-2.9,-1.9000000000000004,1.0000000000000004,-0.2,-1.9,-1.25,0.6499999999999995,0.0,0.0,0.0,5.0,0.20000000000000007,-1.3247802197802194,-0.12222222222222223,0.1888888888888891,-1.144444444444444,-3.0,0.0
633286,2021-07-17,2021,R,Los Angeles Angels,Seattle Mariners,1,0.5006382888609248,0.98,-23.556471230811667,-0.037634408602150504,0.2161290322580645,0.8028673835125453,0.5867383512544802,-0.03864524533217539,-0.035412262156448215,0.6747720364741641,-0.2774841437632135,-0.4,-1.0,0.0,1.0,0.0,1.2999999999999998,1.0,-0.3000000000000007,-0.15000000000000002,-0.7,0.40000000000000036,1.0999999999999996,0.0,0.0,0.0,1.0,0.039999999999999925,0.7712903225806453,0.1923076923076923,0.5192307692307692,1.7211538461538458,-3.0,0.0
633290,2021-07-17,2021,R,Pittsburgh Pirates,New York Mets,1,0.43820096337807035,0.96,-67.16306484744973,-0.15982905982905976,-1.3965811965811965,-0.2283272283272284,1.1682539682539677,-0.23737373737373735,-0.08695652173913043,-1.624242424242424,-1.1956521739130435,0.19999999999999996,-1.2,-0.5999999999999996,0.5999999999999996,0.09999999999999998,-1.4,-0.2999999999999998,1.1000000000000005,-0.04999999999999999,-0.75,-0.49999999999999956,0.25,0.0,0.0,0.0,-3.0,-0.12,-0.42774725274725256,-0.6666666666666667,2.666666666666667,-1.5,8.0,0.0
633298,2021-07-17,2021,R,New York Yankees,Boston Red Sox,1,0.45443293798965534,1.03,-55.751336095150236,-0.09758454106280201,-0.6963768115942028,-0.9758454106280201,-0.27946859903381593,-0.0957446808510638,-0.09949494949494953,-0.6813135985198889,-0.712121212121212,0.0,-0.6000000000000001,-2.6,-2.0,0.0,0.1,-0.20000000000000018,-0.3000000000000007,-0.2,-1.4500000000000002,-0.75,0.7000000000000002,0.0,0.0,0.0,4.0,0.16000000000000003,-0.4491304347826093,-0.11111111111111116,0.0,-1.2777777777777772,0.0,0.0
633299,2021-07-17,2021,R,Philadelphia Phillies,Miami Marlins,1,0.5964806280315128,1.02,43.892781856219244,0.06989247311827956,-0.3487455197132616,0.5222222222222221,0.870967741935484,0.08361018826135103,0.0566666666666667,-0.4867109634551495,-0.2333333333333333,0.19999999999999996,-0.2,1.2000000000000002,1.4000000000000004,0.09999999999999998,0.8,2.1999999999999993,1.3999999999999995,0.10000000000000003,-0.2,1.4500000000000002,1.65,0.0,0.0,0.0,4.0,0.16000000000000014,0.7250000000000005,0.13333333333333336,2.2,2.0333333333333328,9.0,0.0
633299,2021-07-17,2021,R,Philadelphia Phillies,Miami Marlins,1,0.6098235380252085,1.02,53.577246783463124,0.07996259060088845,-0.3017301847089081,0.5377601122281974,0.8394902969371056,0.09302325581395343,0.06372549019607843,-0.4418604651162791,-0.196078431372549,0.4,0.8,0.5999999999999996,-0.20000000000000018,0.19999999999999996,2.1,3.0000000000000004,0.9000000000000004,0.14999999999999997,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.16000000000000014,1.111992050502689,0.2142857142857143,1.9375,2.0982142857142856,9.0,0.0
633303,2021-07-17,2021,R,Atlanta Braves,Tampa Bay Rays,1,0.4451959170394334,1.01,-62.23539032405347,-0.10451770451770453,-0.7450549450549451,-0.178754578754579,0.5663003663003661,-0.11158392434988185,-0.10010111223458035,-0.6496453900709219,-0.8862487360970678,-0.20000000000000007,0.20000000000000018,2.0,1.8000000000000003,-0.19999999999999996,-0.8,-0.2999999999999998,0.5000000000000004,0.0,0.65,-0.4500000000000002,-1.1000000000000005,0.0,0.0,0.0,1.0,0.040000000000000036,-0.28543956043956076,0.16666666666666669,1.4285714285714288,1.9047619047619047,8.0,0.0
633306,2021-07-17,2021,R,Oakland Athletics,Cleveland Indians,0,0.6040840974584263,0.96,49.397782752748526,0.058528836754643265,0.5480205278592376,0.08858748778103553,-0.45943304007820185,0.0018604651162791308,0.11472868217054266,-0.3227906976744186,1.4868217054263566,0.20000000000000007,0.20000000000000018,-1.2000000000000002,-1.4,0.2,0.8999999999999999,-0.5000000000000004,-1.4,0.10000000000000003,1.15,0.0,-1.1500000000000004,0.0,0.0,0.0,-1.0,-0.040000000000000036,0.14486436950146508,0.125,-1.9722222222222223,-1.4722222222222223,10.0,0.0
633319,2021-07-17,2021,R,Arizona Diamondbacks,Chicago Cubs,0,0.36574072586281625,1.03,-119.63740148795887,-0.207271451952303,-1.4078793546878652,-0.09176993219546414,1.316109422492401,-0.28131313131313135,-0.12956521739130433,-1.7813131313131314,-0.9965217391304348,-0.39999999999999997,-6.2,-1.7999999999999998,4.4,0.0,-2.0999999999999996,-0.5999999999999996,1.5,0.0,-0.3500000000000001,0.10000000000000009,0.4500000000000002,0.0,0.0,0.0,4.0,0.16000000000000003,-0.5512964694879585,-0.033333333333333326,2.3666666666666663,1.0999999999999996,-5.0,0.0
634222,2021-07-17,2021,R,Detroit Tigers,Minnesota Twins,1,0.560107797798122,0.97,17.970142186185967,0.01231884057971011,-0.20338164251207724,-0.5591787439613531,-0.3557971014492747,0.03191489361702127,0.0004844961240310086,-0.05899419729206967,-0.31589147286821695,-0.6000000000000001,-4.4,-2.2,2.2,-0.09999999999999998,-1.0,0.40000000000000036,1.4000000000000004,0.050000000000000044,0.1,-0.09999999999999964,-0.20000000000000018,0.0,0.0,0.0,0.0,0.0,-0.39163043478260917,-0.125,1.9749999999999996,-0.5875000000000004,16.0,2.0
633228,2021-07-18,2021,R,St. Louis Cardinals,San Francisco Giants,1,0.4017652890805208,0.99,-93.15967817808564,-0.14823220258002862,-1.7750836120401339,-0.9884137601528908,0.7866698518872428,-0.13953488372093026,-0.15476190476190482,-1.3953488372093021,-2.1101190476190474,-0.4,-3.6,-1.6,1.9999999999999996,-0.19999999999999996,-1.5,-0.7999999999999998,0.7000000000000002,-0.2,-2.45,-1.2999999999999998,1.1499999999999995,0.0,0.0,0.0,3.0,0.1200000000000001,-0.8647861920688014,-0.3214285714285714,1.3214285714285716,-0.7857142857142856,-10.0,0.0
633235,2021-07-18,2021,R,Pittsburgh Pirates,New York Mets,0,0.457390804662277,0.96,-53.67988796852342,-0.14715719063545146,-1.3376731963688486,-0.20449116101290032,1.133182035355948,-0.225296442687747,-0.07816836262719701,-1.5691699604743081,-1.171600370027752,0.6000000000000001,3.2,1.6000000000000005,-1.6000000000000005,0.19999999999999996,-0.30000000000000004,-0.09999999999999964,0.20000000000000018,0.04999999999999999,-0.30000000000000004,-0.19999999999999973,0.09999999999999964,0.0,0.0,0.0,-5.0,-0.19999999999999996,-0.1670210224558044,-0.5833333333333334,1.5763888888888888,-2.4236111111111107,-2.0,0.0
633237,2021-07-18,2021,R,Atlanta Braves,Tampa Bay Rays,0,0.4641984779596668,1.01,-48.92009233299973,-0.09245102723363596,-0.5402532250358338,-0.07847587195413297,0.4617773530817013,-0.10138888888888886,-0.08807521029193471,-0.475,-0.6813458683819891,0.0,2.4000000000000004,1.7999999999999998,-0.6000000000000001,-0.19999999999999996,-0.09999999999999987,0.5999999999999996,0.7000000000000002,0.0,1.45,0.20000000000000018,-1.25,0.0,0.0,0.0,-8.0,-0.31999999999999984,0.03468585762063903,-0.022222222222222254,0.911111111111111,-0.7666666666666666,-3.0,0.0
633238,2021-07-18,2021,R,Oakland Athletics,Cleveland Indians,0,0.5839607825326428,0.96,34.899764413746425,0.04697585464977283,0.5202008128137701,0.07781496533588328,-0.4423858474778868,-0.00911992704058362,0.10313447927199193,-0.3392612859097127,1.4534883720930232,-0.20000000000000007,-1.2,-1.7999999999999998,-0.6000000000000001,0.09999999999999998,0.5,-0.5000000000000004,-0.9999999999999996,0.10000000000000003,1.35,-0.09999999999999964,-1.4500000000000002,0.0,0.0,0.0,0.0,0.0,0.060016734401147964,0.19138755980861244,-0.4306220095693778,1.0909090909090908,8.0,0.0
633239,2021-07-18,2021,R,Philadelphia Phillies,Miami Marlins,1,0.6225710455305437,1.02,62.9414818708583,0.08981693363844401,-0.255720823798627,0.5529748283752864,0.8086956521739133,0.10200845665961944,0.07051282051282054,-0.39904862579281186,-0.16025641025641024,0.4,-0.39999999999999997,-0.3999999999999999,0.0,0.29999999999999993,1.6,2.4,0.7999999999999998,0.2,0.15,1.0999999999999996,0.9500000000000002,0.0,0.0,0.0,0.0,0.0,0.9288386727688787,0.5555555555555556,-0.5555555555555554,1.0,16.0,0.0
633247,2021-07-18,2021,R,Chicago White Sox,Houston Astros,1,0.5124791237305866,0.98,-15.326815497446205,-0.004324450677886893,-0.1366292660121553,-0.32152875175315554,-0.18489948574100046,0.0625,-0.07727272727272727,0.4999999999999999,-0.8196969696969698,0.4,5.6,4.3999999999999995,-1.1999999999999997,0.0,2.1,2.5999999999999996,0.5000000000000004,0.04999999999999993,1.0,1.4000000000000004,0.40000000000000036,0.0,0.0,0.0,-3.0,-0.11999999999999988,0.665312061711079,-0.11111111111111116,-1.2000000000000002,-2.177777777777778,6.0,0.0
633251,2021-07-18,2021,R,Arizona Diamondbacks,Chicago Cubs,1,0.3541007428212407,1.03,-128.41517890866635,-0.21578947368421053,-1.4359267734553776,-0.11178489702517158,1.3241418764302058,-0.2888888888888889,-0.14297872340425533,-1.8,-1.061276595744681,-0.39999999999999997,-4.800000000000001,-1.1999999999999997,3.5999999999999996,-0.10000000000000003,-1.9,-1.1000000000000005,0.7999999999999998,-0.04999999999999999,-0.6499999999999999,-0.1499999999999999,0.5,0.0,0.0,0.0,6.0,0.2400000000000002,-0.5953032036613273,-0.10526315789473684,0.6315789473684212,0.8421052631578947,0.0,0.0
633252,2021-07-18,2021,R,Cincinnati Reds,Milwaukee Brewers,0,0.5009059545294294,1.06,-23.37047762631073,-0.07446808510638303,-0.6063829787234043,0.4255319148936172,1.0319148936170208,-0.0625,-0.08786231884057971,0.026268115942028977,-1.252717391304348,0.19999999999999996,-1.2,-0.6000000000000005,0.6000000000000005,0.19999999999999996,-0.3,0.5,0.7999999999999998,-0.09999999999999998,-2.3,-1.5999999999999996,0.7000000000000002,0.0,0.0,0.0,8.0,0.31999999999999984,0.20648936170212817,0.033333333333333326,0.9166666666666665,-0.6499999999999999,-3.0,0.0
633255,2021-07-18,2021,R,Colorado Rockies,Los Angeles Dodgers,1,0.39009890060429886,1.18,-101.63387593816105,-0.1935483870967742,-2.3225806451612905,-1.064516129032258,1.2580645161290325,-0.06181818181818177,-0.362126245847176,-1.2854545454545454,-3.628856193640247,-0.4,-8.8,-7.2,1.5999999999999996,-0.09999999999999998,-4.3,-3.6,0.6999999999999997,-0.19999999999999996,-3.0500000000000003,-2.2,0.8500000000000001,0.0,0.0,0.0,13.0,0.52,-1.879032258064516,-0.0625,1.25,1.5,12.0,0.0
633256,2021-07-18,2021,R,Toronto Blue Jays,Texas Rangers,1,0.6431428300203562,1.01,78.32520212134636,0.13811188811188807,1.6453546453546455,1.0821678321678325,-0.563186813186813,0.03191489361702127,0.24621212121212116,1.244148936170213,2.077651515151515,0.39999999999999997,5.0,2.6,-2.4,0.2,2.6,1.2999999999999998,-1.2999999999999998,0.15000000000000002,2.1,1.3499999999999996,-0.7499999999999996,0.0,0.0,0.0,-8.0,-0.32000000000000006,1.2019755244755244,0.4632352941176471,-0.051470588235293935,2.7941176470588234,9.0,0.0
633273,2021-07-18,2021,R,New York Yankees,Boston Red Sox,1,0.4731751541232969,1.03,-42.65772660690209,-0.08566702115089209,-0.6453976131395486,-0.9441096537870735,-0.29871204064752455,-0.08510638297872342,-0.08596837944664038,-0.6382978723404255,-0.6541501976284585,0.19999999999999996,0.8,-1.4000000000000004,-2.1999999999999997,0.19999999999999996,1.1,0.0,-1.1,-0.14999999999999997,-1.1,-0.3000000000000007,0.8000000000000003,0.0,0.0,0.0,2.0,0.08000000000000007,-0.20484934420418277,-0.19934640522875824,0.6241830065359482,0.45098039215686203,-1.0,0.0
633280,2021-07-18,2021,R,Detroit Tigers,Minnesota Twins,1,0.5750224923977694,0.97,28.527555039031085,0.02304147465437789,-0.1796053408956635,-0.5412974122651546,-0.36169207136949044,0.04302600472813234,0.009469696969696961,-0.023640661938534313,-0.31060606060606055,-0.19999999999999996,-3.2,-1.5999999999999996,1.5999999999999996,-0.09999999999999998,-1.7000000000000002,-0.2999999999999998,1.4000000000000004,0.10000000000000003,0.0,-0.25,-0.25,0.0,0.0,0.0,-2.0,-0.08000000000000007,-0.6285838355193194,-0.09999999999999998,-0.41249999999999964,0.47499999999999964,-11.0,0.0
633284,2021-07-18,2021,R,Los Angeles Angels,Seattle Mariners,0,0.517878006873036,0.98,-11.571790163473679,-0.026420388122515792,0.32207154547580075,0.8489595510872112,0.5268880056114105,-0.029336734693877542,-0.024806201550387597,0.7678571428571428,-0.18708010335917313,-0.19999999999999996,1.6,0.7999999999999998,-0.7999999999999998,0.09999999999999998,2.3,1.1999999999999997,-1.1000000000000005,-0.09999999999999998,-0.25,0.5499999999999998,0.7999999999999998,0.0,0.0,0.0,-4.0,-0.15999999999999992,1.0220317979892446,-0.26262626262626265,1.1010101010101008,0.3434343434343434,-2.0,0.0
633287,2021-07-18,2021,R,Kansas City Royals,Baltimore Orioles,0,0.559253588492688,1.01,17.367997774825653,0.08791208791208793,0.4945054945054945,0.03296703296703374,-0.4615384615384617,0.18656330749354005,-0.00724637681159418,1.6697674418604653,-0.6123188405797102,0.0,2.4000000000000004,1.0,-1.4000000000000004,0.09999999999999998,1.6,0.20000000000000018,-1.3999999999999995,-0.09999999999999998,0.10000000000000009,-0.40000000000000036,-0.5,0.0,0.0,0.0,-3.0,-0.11999999999999988,0.3648351648351653,0.1111111111111111,-1.7666666666666666,0.40000000000000036,-18.0,-2.0
633292,2021-07-18,2021,R,Toronto Blue Jays,Texas Rangers,1,0.6543765024920288,1.01,86.8897742008578,0.14765510503175372,1.7376648754274548,1.124694675134343,-0.6129702002931117,0.04411001556824079,0.25277777777777777,1.3435391800726517,2.1625,0.39999999999999997,5.0,2.2,-2.8,0.3,4.0,2.0000000000000004,-2.0,0.2,2.7,1.5,-1.2000000000000002,0.0,0.0,0.0,-8.0,-0.32000000000000006,1.6061126038104545,0.13333333333333336,-0.4555555555555557,2.1222222222222222,-3.0,0.0
633300,2021-07-18,2021,R,Washington Nationals,San Diego Padres,1,0.4403270448305076,1.0,-65.6635842408748,-0.12096774193548393,-1.5137768817204302,-0.6908602150537639,0.822916666666667,-0.13461538461538458,-0.10412262156448199,-1.3284615384615384,-1.7346723044397465,-0.6,-11.8,-4.8,7.0,-0.39999999999999997,-4.7,-1.7000000000000002,3.000000000000001,-0.3,-3.1500000000000004,-1.2000000000000002,1.9499999999999993,0.0,0.0,0.0,28.0,1.1199999999999997,-1.5058870967741944,0.0,-0.47058823529411775,0.17647058823529393,0.0,0.0
633218,2021-07-19,2021,R,Toronto Blue Jays,Boston Red Sox,0,0.4974958815120198,1.01,-25.740054294543825,-0.062411347517730476,0.5130023640661939,0.21111111111111125,-0.3018912529550821,-0.07193515704153997,-0.05407801418439717,0.5785207700101318,0.47030141843971635,0.6000000000000001,7.6000000000000005,3.6,-3.9999999999999996,0.19999999999999996,3.2,1.6999999999999997,-1.5,0.050000000000000044,1.6500000000000001,1.0500000000000007,-0.6000000000000001,0.0,0.0,0.0,-10.0,-0.3999999999999999,0.9900000000000002,-0.16666666666666663,-0.07936507936507908,-0.8492063492063489,-4.0,0.0
633226,2021-07-19,2021,R,St. Louis Cardinals,Chicago Cubs,1,0.5359831824726811,0.99,1.0469767728588977,0.0,-0.23655913978494622,-0.27956989247311803,-0.043010752688172005,-0.054040404040404,0.05357142857142855,-0.7813131313131313,0.2857142857142857,0.0,-0.8,-0.9999999999999996,-0.20000000000000018,0.09999999999999998,1.3,-1.0999999999999996,-2.4000000000000004,0.2,1.7,-0.050000000000000266,-1.75,0.0,0.0,0.0,0.0,0.0,-0.03080645161290363,0.0,2.233333333333334,1.4000000000000004,-6.0,-2.0
633233,2021-07-19,2021,R,Washington Nationals,Miami Marlins,1,0.577451478562637,1.0,30.25556452519004,0.05141843971631205,-0.550531914893617,0.30762411347517693,0.8581560283687941,-0.0018239854081167906,0.07898200965335678,-1.0679434564523484,-0.09916630100921459,0.0,-5.2,1.6,6.800000000000001,-0.09999999999999998,-2.3,2.1000000000000005,4.4,-0.10000000000000003,-1.5,1.3499999999999996,2.8500000000000005,0.0,-1.0,-1.0,31.0,0.5900000000000007,-0.006569148936170777,-0.25,2.7142857142857144,-2.0357142857142856,10.0,4.0
633236,2021-07-19,2021,R,Tampa Bay Rays,Baltimore Orioles,0,0.731848807002061,0.97,150.41665429991622,0.2653108929406265,2.3277232351566153,0.7621552127162223,-1.5655680224403925,0.3198966408268734,0.21556122448979592,3.336434108527132,1.417517006802721,0.19999999999999996,0.0,-0.5999999999999996,-0.5999999999999996,0.5,4.3,1.4,-2.9,0.25,2.5999999999999996,0.75,-1.8499999999999996,0.0,0.0,0.0,7.0,0.2799999999999998,1.4129698457222997,0.11538461538461542,-0.6923076923076925,-0.23076923076923084,11.0,0.0
633243,2021-07-19,2021,R,Arizona Diamondbacks,Pittsburgh Pirates,1,0.426014744749685,1.03,-75.79044221569325,-0.09543010752688169,-0.32493279569892475,0.4801747311827955,0.80510752688172,-0.09898242368177612,-0.08608695652173914,-0.6193339500462536,0.025217391304347636,-0.39999999999999997,-6.199999999999999,-2.6000000000000005,3.6000000000000005,-0.19999999999999996,-2.9,-1.9,1.0,-0.15000000000000002,-0.8499999999999999,0.0,0.8499999999999996,0.0,0.0,0.0,-2.0,-0.08000000000000007,-0.6489213709677415,-0.2638888888888889,1.5694444444444446,-2.2777777777777777,1.0,0.0
633249,2021-07-19,2021,R,Oakland Athletics,Los Angeles Angels,1,0.5392231296894276,0.96,3.311136857671954,0.05789473684210522,0.5875286041189931,-0.5344393592677346,-1.1219679633867283,-0.012558869701726816,0.13953488372093026,-0.7625588697017268,2.1627906976744184,0.19999999999999996,0.0,-0.7999999999999998,-0.7999999999999998,-0.09999999999999998,-0.4,-1.4,-1.0000000000000004,-0.09999999999999998,0.6,-1.1999999999999997,-1.8000000000000003,0.0,0.0,0.0,-6.0,-0.2400000000000002,-0.5304977116704803,-0.11538461538461542,-0.36324786324786285,-0.3803418803418799,5.0,0.0
633259,2021-07-19,2021,R,Los Angeles Dodgers,San Francisco Giants,0,0.5402217526816665,1.0,4.009458875721975,-0.013413506012950993,0.35568917668825173,0.42784458834412575,0.07215541165587425,-0.015856236786469413,-0.011428571428571344,0.8361522198731501,-0.066938775510204,0.20000000000000007,5.2,6.199999999999999,1.0,-0.09999999999999998,1.7999999999999998,2.7,0.8999999999999999,0.09999999999999998,1.5,1.4000000000000004,-0.10000000000000009,0.0,0.0,0.0,5.0,0.19999999999999973,0.9575300647548568,0.16666666666666674,0.22222222222222232,0.0,-12.0,0.0
633271,2021-07-19,2021,R,Cincinnati Reds,New York Mets,0,0.5468299110475106,1.06,8.636410024877023,-0.03821510297482833,-0.19187643020594966,0.910068649885583,1.1019450800915327,-0.1924564796905222,0.10416666666666669,-1.1334622823984526,0.6666666666666666,0.0,-2.0,-1.4,0.5999999999999996,0.0,-0.7,-0.8000000000000003,-0.10000000000000053,0.10000000000000003,0.8,-0.39999999999999947,-1.2000000000000002,0.0,0.0,0.0,7.0,0.28000000000000025,0.1495308924485128,0.5555555555555556,-1.1666666666666665,2.7777777777777777,7.0,0.0
633277,2021-07-19,2021,R,Houston Astros,Cleveland Indians,1,0.624929828411563,0.99,64.6874908978275,0.07352245862884155,1.5278959810874704,1.0283687943262416,-0.4995271867612292,0.04602713178294571,0.09759481961147093,0.7955426356589148,2.2511563367252543,-0.4,-3.6,-2.2,1.3999999999999995,0.0,-0.7999999999999999,-1.1999999999999997,-0.40000000000000036,0.15000000000000002,0.75,-0.2999999999999998,-1.0499999999999998,0.0,0.0,0.0,6.0,0.2400000000000002,0.12276595744680918,0.3984962406015038,-1.7518796992481196,2.203007518796993,12.0,0.0
633278,2021-07-19,2021,R,Chicago White Sox,Minnesota Twins,0,0.6622009305113671,0.98,92.93253510486898,0.17823749415614776,2.039971949509116,0.46645628798503935,-1.5735156615240768,0.20538428137212328,0.14494949494949494,2.0421189752496742,2.0247474747474747,0.4,3.0,1.0,-2.0,0.19999999999999996,3.1,1.7999999999999998,-1.2999999999999998,0.25,2.75,1.2999999999999998,-1.4499999999999993,0.0,0.0,0.0,-5.0,-0.20000000000000018,1.099905329593268,0.02941176470588236,-1.4588235294117649,-0.16470588235294148,17.0,2.0
633329,2021-07-19,2021,R,Detroit Tigers,Texas Rangers,1,0.6343903390155957,0.97,71.7355589768622,0.08110272248913292,0.13703957904369712,0.17032715625714978,0.03328757721345177,0.05365402405180386,0.11322463768115942,-0.07215541165587419,0.37318840579710155,0.6,6.2,3.8000000000000003,-2.4000000000000004,0.3,3.0999999999999996,2.0999999999999996,-1.0,0.10000000000000003,0.35,0.9500000000000002,0.6000000000000005,0.0,0.0,0.0,-21.0,-0.8399999999999999,1.011647220315718,0.0,0.05882352941176494,-1.1176470588235294,0.0,0.0
633476,2021-07-19,2021,R,Chicago White Sox,Minnesota Twins,1,0.6414426914478525,0.98,77.0397127725962,0.16563715396934336,1.9967970716083276,0.4510409517272933,-1.545756119881034,0.1919148936170213,0.13142292490118573,1.9919148936170212,1.983201581027668,0.19999999999999996,2.6,1.0,-1.5999999999999996,0.19999999999999996,3.3,2.0000000000000004,-1.2999999999999998,0.14999999999999997,2.45,1.4000000000000004,-1.0499999999999998,0.0,0.0,0.0,-5.0,-0.20000000000000018,1.1629684282772814,-0.11111111111111116,0.2333333333333334,-0.5444444444444443,-18.0,-2.0
633199,2021-07-20,2021,R,Los Angeles Dodgers,San Francisco Giants,1,0.5216367324334583,1.0,-8.955863188637977,-0.02388228636106393,0.24584040747028868,0.3702320316921339,0.12439162422184502,-0.03100775193798455,-0.019999999999999907,0.6795865633074936,-0.1399999999999999,0.0,0.19999999999999996,2.8,2.5999999999999996,-0.09999999999999998,1.2,2.3,1.0999999999999996,0.09999999999999998,1.4500000000000002,1.3999999999999995,-0.04999999999999982,0.0,0.0,0.0,8.0,0.31999999999999984,0.7516044142614602,-0.16666666666666663,0.40000000000000036,-0.4666666666666659,-15.0,-2.0
633200,2021-07-20,2021,R,Houston Astros,Cleveland Indians,1,0.6369947450370016,0.99,73.68917501594979,0.08351648351648344,1.533256217466744,1.028687102371313,-0.504569115095431,0.054105363075462765,0.1077898550724638,0.796392975794969,2.26268115942029,0.0,-2.8,-1.5999999999999996,1.2000000000000002,0.0,-0.7999999999999999,-1.1999999999999997,-0.40000000000000036,0.15000000000000002,0.10000000000000009,-0.7999999999999998,-0.9000000000000004,0.0,0.0,0.0,9.0,0.3600000000000003,0.1229091960670905,0.16969696969696968,-0.5636363636363635,1.2848484848484851,4.0,0.0
633207,2021-07-20,2021,R,Oakland Athletics,Los Angeles Angels,1,0.5549951560961325,0.96,14.369781745125692,0.0678763440860215,0.6448252688172043,-0.49630376344086,-1.141129032258064,-0.0038505968425105452,0.1495771670190275,-0.7019638043896803,2.203488372093023,0.19999999999999996,0.0,-1.8000000000000003,-1.8000000000000003,0.09999999999999998,0.4,-0.5,-0.8999999999999999,-0.04999999999999999,0.75,-1.1999999999999997,-1.9500000000000002,0.0,0.0,0.0,-7.0,-0.28000000000000025,-0.21833669354838658,0.045454545454545414,0.36363636363636376,-0.5,9.0,0.0
633212,2021-07-20,2021,R,Detroit Tigers,Texas Rangers,1,0.6460243380229854,0.97,80.51019084048812,0.09081746920492723,0.4318029115341545,0.31634938409854474,-0.11545352743560944,0.06382978723404253,0.11923758865248224,0.23404255319148937,0.6400709219858156,0.8,12.0,6.6000000000000005,-5.3999999999999995,0.3,5.2,2.9,-2.3,0.19999999999999996,2.3,1.75,-0.5499999999999998,0.0,1.0,0.0,-25.0,-0.5500000000000003,1.6173572228443454,0.14338235294117646,0.4816176470588234,-0.6397058823529411,-1.0,0.0
